City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Durango,20,MX,1584233166,17,24.83,-104.83,298.25,6.46
Olinda,75,BR,1584233293,78,-8.01,-34.86,300.15,1.5
Priekule,0,LV,1584233293,92,56.45,21.59,272.15,0.5
Sos'va,0,RU,1584233293,94,59.18,61.86,270.42,2.51
Pochutla,40,MX,1584233293,58,15.74,-96.47,303.15,1.14
Concepción,0,CL,1584233231,63,-36.83,-73.05,290.15,6.7
Kpandae,100,GH,1584233293,66,8.47,-0.01,301.18,3.19
Severnoye,100,RU,1584233293,94,56.35,78.36,274.32,5.55
Petropavlovsk-Kamchatskiy,1,RU,1584232862,58,53.05,158.65,269.15,6
Kemijärvi,51,FI,1584233294,85,66.71,27.43,264.1,7.66
Dandong,16,CN,1584233294,46,40.13,124.39,274.74,8.35
Huangmei,0,CN,1584233294,63,30.19,116.03,285.41,1.8
Pitimbu,98,BR,1584233294,88,-7.47,-34.81,299.15,1.5
Tchibanga,97,GA,1584233294,95,-2.85,11.03,297.13,0.22
Havre-St-Pierre,75,CA,1584232841,67,50.23,-63.6,268.15,4.6
Portales,1,US,1584233294,25,34.19,-103.33,292.59,4.6
Ozinki,88,RU,1584233294,90,51.18,49.68,274.55,5.19
Jiazi,0,CN,1584233295,78,22.88,116.07,289.92,2.51
Dariba,1,IN,1584233295,47,24.95,74.13,284.86,1.56
Lengshuitan,0,CN,1584233295,62,26.41,111.6,285.68,0.61
Hokitika,66,NZ,1584233295,81,-42.72,170.97,287.98,1.8
Seymchan,100,RU,1584233295,91,62.88,152.43,251.38,1.93
Zyryanka,100,RU,1584233295,91,65.75,150.85,247.29,5.57
Saldanha,0,ZA,1584232899,82,-33.01,17.94,290.15,6.2
Haines Junction,41,CA,1584233295,77,60.75,-137.51,271.25,1.13
Adrar,0,MR,1584232991,9,20.5,-10.07,294.18,3.51
Arrondissement de Bastia,90,FR,1584233219,87,42.67,9.33,285.15,1
Magalia,75,US,1584233296,37,39.81,-121.58,286.15,7.2
Tambopata,66,PE,1584233296,60,-12.73,-69.18,302.16,0.7
Talara,12,PE,1584233296,79,-4.58,-81.27,298.82,1.8
Ahipara,0,NZ,1584232805,68,-35.17,173.17,292.52,3.83
Hua Hin,40,TH,1584233275,66,12.57,99.96,302.15,2.1
Bissau,0,GW,1584232790,61,11.86,-15.6,299.15,1.5
Gamarra,34,CO,1584233296,65,8.32,-73.74,296.04,2.31
Labuhan,91,ID,1584233017,88,-6.88,112.21,298.92,1.3
Hernani,0,ES,1584233296,93,43.27,-1.98,281.48,0.5
Sechura,67,PE,1584233296,87,-5.56,-80.82,297.19,5.39
Torbay,75,CA,1584233296,83,47.67,-52.73,274.82,10.3
Fomboni,100,KM,1584233297,76,-12.28,43.74,302.07,4.92
Sabang,1,ID,1584232816,73,5.89,95.32,302.68,6.89
Barra de Tecoanapa,0,MX,1584233297,56,16.52,-98.75,302.6,3
Kutiyāna,93,IN,1584233297,31,21.62,69.98,291.96,4.21
Vancouver,90,CA,1584232829,37,49.25,-123.12,278.15,4.1
Kirovskiy,86,RU,1584233297,86,45.09,133.51,268.8,1.86
Toamasina,75,MG,1584233297,94,-18.17,49.38,297.15,4.1
Gigmoto,90,PH,1584233297,63,13.78,124.39,300.15,3.33
Stow,1,US,1584233297,86,41.16,-81.44,275.15,2.6
Norden,75,DE,1584233298,70,53.6,7.2,281.48,5.1
Alpena,1,US,1584233298,72,45.06,-83.43,273.15,3.1
Lorengau,95,PG,1584233217,76,-2.02,147.27,302.07,5.27
Houston,40,US,1584233083,88,29.76,-95.36,298.15,2.1
Saint-Pierre,32,RE,1584232758,78,-21.34,55.48,298.15,2.1
Tura,100,IN,1584232804,79,25.52,90.22,292.23,2.01
Abu Samrah,0,SY,1584233298,88,35.3,37.18,284.38,1.03
Koshki,100,RU,1584233298,98,54.21,50.47,273.9,4.17
Port-Gentil,99,GA,1584233298,79,-0.72,8.78,301.54,2.16
Caucaia,75,BR,1584233298,88,-3.74,-38.65,297.59,4.6
Sakakah,40,SA,1584232999,76,29.97,40.21,287.15,5.7
Paita,77,PE,1584233021,65,-5.09,-81.11,299.86,4.58
Grindavik,75,IS,1584232509,73,63.84,-22.43,270.15,2.6
Crotone,53,IT,1584233299,82,39.09,17.12,285.47,2.37
Aranos,0,NA,1584233299,16,-24.13,19.12,296.01,4.87
Parabel',100,RU,1584233299,97,58.7,81.48,274.22,5.95
Grand Gaube,40,MU,1584232784,88,-20.01,57.66,298.15,1
Ucluelet,20,CA,1584233165,24,48.93,-125.55,280.37,3.1
Salalah,75,OM,1584232941,50,17.02,54.09,298.15,2.6
Ubari,0,LY,1584233299,21,26.59,12.78,288.57,2.9
Chegem,75,RU,1584233299,93,43.28,43.13,282.15,3
Cehegín,25,ES,1584233300,97,38.09,-1.8,280.93,0.88
Novo Cruzeiro,54,BR,1584233300,99,-17.47,-41.88,291.97,0.97
Mount Gambier,90,AU,1584232529,59,-37.83,140.77,289.15,6.2
Havøysund,100,NO,1584233300,79,71,24.66,268.15,18
Tezu,100,IN,1584233300,79,27.92,96.17,291.17,1.66
Kismayo,97,SO,1584233301,82,-0.36,42.55,301.13,6.49
Flin Flon,100,CA,1584233102,87,54.77,-101.86,260.1,0.82
Tadine,100,NC,1584233301,83,-21.55,167.88,300.91,9.62
Grand Bank,75,CA,1584233146,90,47.1,-55.77,273.15,9.8
Hvolsvollur,62,IS,1584233301,67,63.75,-20.22,269.88,5.72
Arlit,0,NE,1584233301,14,18.74,7.39,294.06,3.55
Batouri,76,CM,1584233301,21,4.43,14.37,297.27,1.12
Westport,1,US,1584232894,37,41.14,-73.36,283.71,3.6
Geraldton,40,AU,1584232608,78,-28.77,114.6,298.15,6.2
Wuning,0,CN,1584233302,72,29.26,120.23,284.26,1.1
Eureka,20,US,1584233302,61,40.8,-124.16,282.04,7.7
Sribne,15,UA,1584233302,60,50.66,32.92,272.23,5.19
Homer,1,US,1584233302,82,59.64,-151.55,273.15,1.05
Andijan,0,UZ,1584233302,60,40.78,72.34,282.59,4
Leh,45,IN,1584233302,64,34.17,77.58,260.28,0.76
Ambon City,40,ID,1584233302,74,-3.7,128.18,301.15,5.1
Coari,100,BR,1584233302,98,-4.08,-63.14,296.08,2.02
Prince Albert,90,CA,1584233101,60,53.2,-105.77,261.15,2.6
Den Helder,90,NL,1584233302,93,52.96,4.76,282.04,11.8
Chokurdakh,16,RU,1584233303,90,70.63,147.92,243.92,1.34
Srednekolymsk,100,RU,1584233004,92,67.45,153.68,251.37,7.43
Cherskiy,100,RU,1584232874,86,68.75,161.3,253.83,1.3
Wārāseonī,15,IN,1584233303,35,21.75,80.03,294.12,3.6
Angoche,63,MZ,1584233303,97,-16.23,39.91,295.24,2.34
Kedrovyy,40,RU,1584233303,55,56.17,91.82,276.15,4
Santa Cruz de la Sierra,40,BO,1584233303,70,-17.8,-63.17,302.15,2.1
Winnemucca,1,US,1584233303,39,40.97,-117.74,283.15,7.7
Grodzisk Mazowiecki,0,PL,1584233303,85,52.1,20.63,273.15,1
Saint Anthony,1,US,1584233304,67,45.02,-93.22,273.71,2.6
Camaçari,40,BR,1584233304,83,-12.7,-38.32,301.15,5.1
Pemba,100,MZ,1584233304,86,-12.97,40.52,299.45,3.01
Putina,71,PE,1584233304,68,-15.47,-69.43,284.41,5.2
Lahaina,90,US,1584233230,94,20.88,-156.68,300.15,3.1
High Level,75,CA,1584233304,36,58.52,-117.14,262.15,4.6
Sørland,100,NO,1584233304,66,67.67,12.69,277.8,16.57
Pevek,60,RU,1584232968,68,69.7,170.31,254.81,3.04
Sri Aman,75,MY,1584233304,94,1.24,111.46,298.15,1
Barcelos,75,PT,1584233305,100,41.54,-8.62,283.15,0.52
Sinop Province,36,TR,1584233305,89,41.77,34.87,281.5,1.57
Atbasar,100,KZ,1584232865,95,51.8,68.33,273.51,6.37
Fort Nelson,40,CA,1584232791,25,58.81,-122.7,270.15,1.5
Chapais,90,CA,1584233305,85,49.78,-74.85,261.15,6.2
Sombrio,0,BR,1584233305,91,-29.11,-49.62,295.17,1.39
Cayenne,74,GF,1584232438,83,4.93,-52.33,298.15,2.61
St. Pete Beach,75,US,1584233306,64,27.73,-82.74,298.15,2.6
Lodja,11,CD,1584233070,86,-3.48,23.43,294.5,0.68
Dalby,0,AU,1584233306,56,-27.18,151.27,296.15,6.7
Marystown,56,CA,1584233306,85,47.17,-55.15,273.55,8.65
Aykhal,77,RU,1584233306,85,66,111.5,265.15,2
Vestmanna,100,FO,1584233306,69,62.16,-7.17,275.15,8.7
That Phanom,75,TH,1584233306,88,16.94,104.71,297.15,1
Sinnamary,64,GF,1584232962,78,5.38,-52.95,299.77,6.85
Mondlo,42,ZA,1584233306,92,-27.98,30.72,288.92,0.92
Santa Catalina,20,PH,1584233307,74,9.33,122.86,301.15,3.1
Aksu,0,CN,1584233307,31,41.12,80.26,275.89,1.25
Saint-Augustin,95,CA,1584233307,80,51.23,-58.65,267.22,6.71
Muravlenko,97,RU,1584233307,94,63.79,74.52,260.42,8.24
Tricase,75,IT,1584233307,93,39.93,18.36,286.48,3.1
Abu Dhabi,100,AE,1584233118,60,24.47,54.37,297.15,2.1
Altamira,97,BR,1584233307,97,-3.2,-52.21,296.93,1.35
Cockburn Town,0,TC,1584233203,78,21.46,-71.14,297.8,8.99
Clovis,94,US,1584233179,51,36.83,-119.7,292.15,3.85
Etchoropo,52,MX,1584233308,54,26.77,-109.67,295.93,2.68
San Luis,97,AR,1584233308,36,-33.3,-66.34,290.63,8.49
Vila Velha,20,BR,1584233308,88,-20.33,-40.29,298.15,2.1
Iqaluit,20,CA,1584233308,61,63.75,-68.51,243.15,5.7
Kiryat Gat,20,IL,1584232859,87,31.61,34.76,288.15,2.1
Bolgatanga,60,GH,1584233308,43,10.79,-0.85,302.14,0.63
Alice Springs,90,AU,1584232861,36,-23.7,133.88,298.15,4.6
Cidreira,0,BR,1584232712,86,-30.18,-50.21,297.71,10.96
Mosquera,75,CO,1584233028,77,4.71,-74.23,288.15,1.5
Sucúa,99,EC,1584233309,95,-2.47,-78.17,292.07,0.58
Nāgaur,0,IN,1584233309,48,27.2,73.73,287.99,2.16
Maroantsetra,100,MG,1584233309,96,-15.43,49.73,294.57,2.8
Bāzpur,14,IN,1584233309,86,29.15,79.12,286.09,0.85
Griffin,1,US,1584233309,77,33.25,-84.26,298.15,2.05
Atikokan,84,CA,1584233309,80,48.76,-91.62,266.23,2.13
Yaguajay,0,CU,1584233309,79,22.33,-79.24,297.87,8.4
Lesnoy,89,RU,1584233309,92,57.62,63.08,271.72,2.85
Northam,100,GB,1584233309,93,51.03,-4.22,283.71,6.26
Colac,5,AU,1584233309,93,-38.33,143.58,289.82,0.45
Ponta Delgada,20,PT,1584232754,82,37.73,-25.67,286.15,3.1
Karratha,75,AU,1584233310,72,-20.74,116.85,301.77,7.02
Tuatapere,100,NZ,1584233310,71,-46.13,167.68,290.93,1.34
Hamilton,90,US,1584232798,93,39.18,-84.53,275.93,4.1
Beringovskiy,38,RU,1584233310,89,63.05,179.32,267.6,3.37
Rockhampton,0,AU,1584233310,54,-23.38,150.5,300.15,4.6
Wahiawā,90,US,1584233310,78,21.5,-158.02,301.15,2.1
Mirny,40,RU,1584233310,85,62.54,113.96,266.15,1
Bayburt,100,TR,1584233310,98,40.26,40.23,273.79,0.98
Turukhansk,100,RU,1584233311,97,65.82,87.98,271.93,5.04
Province of Trapani,40,IT,1584233311,87,37.83,12.67,288.71,2.6
Beian,92,NO,1584233311,59,63.66,9.57,275.15,10.8
Birr,100,IE,1584233311,83,53.09,-7.91,280.93,4.47
Enid,90,US,1584233102,100,36.4,-97.88,281.15,5.7
Khuzhir,50,RU,1584233311,95,53.19,107.34,270.2,6.56
Wankyi,100,GH,1584233311,83,7.74,-2.1,297.95,2.72
Pavlovka,75,RU,1584233311,94,52.69,47.14,272.87,3.33
Pangkalanbuun,65,ID,1584233311,75,-2.68,111.62,298.78,0.43
Iquique,75,CL,1584233311,64,-20.22,-70.14,296.15,4.6
Dovers,40,VC,1584233311,83,12.88,-61.18,297.15,4.1
Horsham,75,GB,1584233312,87,51.06,-0.33,283.71,5.7
Maltahöhe,0,NA,1584233312,25,-24.83,16.98,292.79,4.56
Port Moresby,40,PG,1584233312,78,-9.44,147.18,301.15,5.1
Balakhninskiy,100,RU,1584233312,96,58.01,114.28,259.42,1.04
Storforshei,100,NO,1584233312,91,66.4,14.52,263.62,1.62
Ciudad Bolivar,93,VE,1584233312,51,8.12,-63.55,301.35,2.33
Gao,0,ML,1584233312,11,16.64,1.64,297.94,4.62
Kirovo-Chepetsk,75,RU,1584233312,94,58.55,50.04,270.16,1.55
Vardø,84,NO,1584233313,62,70.37,31.11,267.67,11.3
Ndélé,20,CF,1584233313,12,8.41,20.65,298.35,1.45
Maceió,75,BR,1584233169,88,-9.67,-35.74,299.15,1
Polillo,22,PH,1584233313,70,14.71,121.94,299.99,3.61
Hiriyūr,0,IN,1584233313,40,13.95,76.62,295.05,2.88
Mpulungu,83,ZM,1584233313,92,-8.76,31.11,289.94,0.6
Saint-Joseph,43,RE,1584232876,78,-21.37,55.62,298.15,2.1
Xiongyue,32,CN,1584233313,47,40.18,122.12,274.18,11.85
Kahului,40,US,1584233313,69,20.89,-156.47,300.15,6.2
Twin Falls,75,US,1584233314,87,42.56,-114.46,282.59,8.2
Lakselv,90,NO,1584233314,92,70.05,24.97,269.15,25.2
Anzio,40,IT,1584233314,87,41.49,12.62,285.93,2.6
Najrān,40,SA,1584233314,31,17.49,44.13,299.15,0.24
Hyères,4,FR,1584233033,70,43.12,6.12,285.37,1.5
Gornyy,100,RU,1584233314,95,55.12,83.91,274.09,9.26
Ocotepec,37,MX,1584233314,89,17.22,-93.15,294.2,2.23
Shipunovo,100,RU,1584233314,82,52.16,82.22,273.27,8.92
Navahrudak,4,BY,1584233309,67,53.6,25.83,270.05,6.44
Joshīmath,100,IN,1584233314,63,30.57,79.57,272.02,1.97
Tsogni,100,GA,1584233314,83,-2.79,10.1,301.44,4.12
Plettenberg Bay,38,ZA,1584233315,82,-34.05,23.37,291.73,2.4
Griffith,90,US,1584232780,83,41.53,-87.42,274.15,4.1
Abhā,20,SA,1584233030,82,18.22,42.51,289.15,4.1
Turaif,75,SA,1584233315,100,31.67,38.66,284.15,4.1
Puerto Colombia,40,CO,1584233089,83,10.99,-74.95,299.15,8.2
Cartagena del Chairá,99,CO,1584233315,98,1.33,-74.84,295.9,0.88
Praia,17,CV,1584233315,50,14.92,-23.51,297.15,5.7
Tynda,21,RU,1584233315,89,55.17,124.72,249.79,0.66
Shimokizukuri,75,JP,1584233315,51,40.81,140.39,277.59,2.1
Hongjiang,2,CN,1584233316,68,27.11,110,284.2,0.73
Altay,8,CN,1584233316,54,47.87,88.12,266.12,3.53
Provincia di Grosseto,20,IT,1584233137,76,42.83,11.25,285.93,3.6
Port Blair,3,IN,1584233001,67,11.67,92.75,301.15,2.47
Nanortalik,100,GL,1584232877,73,60.14,-45.24,267.01,1.12
Riyadh,20,SA,1584233316,52,24.69,46.72,292.15,2.22
Warrnambool,29,AU,1584233036,71,-38.38,142.48,289.26,6.93
Xiaoshi,51,CN,1584233316,49,41.3,124.12,273.15,7
São Gabriel da Cachoeira,100,BR,1584233316,95,-0.13,-67.09,297.88,0.69
Dingle,27,PH,1584233316,76,11,122.67,298.31,3.69
Jackson,75,US,1584233258,52,42.42,-122.83,281.15,4.6
Trairi,100,BR,1584232848,96,-3.28,-39.27,296.65,1.24
Lyndon,90,US,1584233317,86,38.26,-85.6,277.59,4.6
Soyo,100,AO,1584233317,86,-6.13,12.37,299.77,1.36
Prince Rupert,1,CA,1584232905,23,54.32,-130.32,277.15,5.1
Dudinka,75,RU,1584233317,92,69.41,86.18,268.15,5
Byron Bay,75,AU,1584232906,83,-28.65,153.62,295.93,7.2
‘Āhuimanu,90,US,1584233317,78,21.44,-157.84,301.15,2.1
Codrington,77,AU,1584232933,73,-38.27,141.97,288.11,6.88
Caluquembe,100,AO,1584233317,91,-13.78,14.68,290.35,0.99
Saint-Paul,40,RE,1584233317,83,-21.01,55.27,297.15,4.1
Batagay-Alyta,0,RU,1584233317,85,67.8,130.41,241.97,2.23
Baijiantan,0,CN,1584233317,37,45.63,85.18,274.92,3.05
Beyneu,100,KZ,1584233318,80,45.32,55.2,284.04,3.73
Luxeuil-les-Bains,11,FR,1584233318,82,47.82,6.37,278.15,2.6
Caborca,26,MX,1584233318,40,30.58,-111.1,297.04,1.34
Supaul,0,IN,1584233318,90,26.12,86.6,289.47,1.83
Moa,21,CU,1584233319,93,20.66,-74.94,293.53,2.83
Smoky Lake,100,CA,1584233319,74,54.12,-112.47,258.15,0.45
Tam Ky,75,VN,1584233319,88,15.57,108.48,298.15,0.5
Calumet City,90,US,1584233319,85,41.62,-87.53,274.26,4.1
Beira,0,MZ,1584233319,70,-19.84,34.84,299.87,1.5
Matagami,90,CA,1584233319,84,49.75,-77.63,260.15,8.2
Mangai,100,CD,1584233319,82,-4.05,19.53,297.16,1.06
Kearney,90,US,1584233246,92,40.7,-99.08,272.15,7.2
Mnogovershinnyy,0,RU,1584233319,72,53.94,139.92,258.24,2.12
Huarmey,97,PE,1584232594,70,-10.07,-78.15,296.48,1.72
La Cruz,43,MX,1584233320,44,23.92,-106.9,298.43,7.83
Chiredzi,54,ZW,1584233320,62,-21.05,31.67,295.5,0.17
Qaryat Sulūq,45,LY,1584233320,65,31.67,20.25,286.87,0.79
Antsohihy,100,MG,1584233320,98,-14.88,47.99,296.42,0.62
Taunggyi,30,MM,1584233320,44,20.78,97.03,290.2,1.36
Nola,33,IT,1584233320,93,40.92,14.53,287.04,1
Harper,98,LR,1584233320,94,4.38,-7.72,298.29,1.79
Shangzhi,100,CN,1584233320,92,45.22,127.97,266.73,0.96
Bemidji,1,US,1584233278,53,47.47,-94.88,270.15,2.1
Thinadhoo,83,MV,1584233321,60,0.53,72.93,301.69,2.09
Warrensburg,90,US,1584233167,91,38.76,-93.74,276.48,4.6
Nushki,94,PK,1584232847,21,29.55,66.02,287.54,2.54
Bima,80,ID,1584233321,92,-8.47,118.72,298.19,0.48
Brae,100,GB,1584233321,93,60.4,-1.35,280.15,6.7
San Antonio,1,US,1584233148,51,29.42,-98.49,301.15,5.7
Ketchikan,1,US,1584232751,41,55.34,-131.65,279.15,7.7
Ust-Kuyga,0,RU,1584233321,89,70.02,135.6,242.49,3.24
Quatre Cocos,40,MU,1584233321,88,-20.21,57.76,298.15,1
Birjand,66,IR,1584233321,12,32.87,59.22,287.15,4.1
Birao,6,CF,1584232780,17,10.28,22.79,296.94,4.02
Urengoy,96,RU,1584233033,95,65.97,78.37,262.96,6.88
Olenegorsk,5,RU,1584233322,83,68.15,33.3,257.32,3.36
Houma,40,US,1584233322,88,29.6,-90.72,297.59,1.5
Ascension,1,US,1584233193,65,30.22,-90.9,298.15,2.6
João Pinheiro,0,BR,1584233322,93,-17.74,-46.17,294.65,1.84
Tamra,0,IL,1584233322,95,32.85,35.2,286.48,1.71
Chengde,0,CN,1584233322,58,40.97,117.94,273.81,1.67
Darhan,91,MN,1584233322,81,49.49,105.92,266.54,3.18
Zaozyornoye,76,UA,1584233322,66,45.16,33.28,281.16,5.2
Stromness,55,GB,1584233322,86,58.97,-3.3,278.15,7.2
Coyhaique,75,CL,1584233323,62,-45.58,-72.07,286.15,2.95
Gweta,64,BW,1584232942,61,-20.18,25.23,297.03,2.31
Dawei,41,MM,1584233323,69,14.08,98.2,299.7,2.39
Naze,20,JP,1584232730,39,28.37,129.48,290.15,5.1
Butembo,81,CD,1584233323,87,0.15,29.28,291,1.19
Colquechaca,41,BO,1584233324,76,-18.67,-66.02,285.36,2
Abatskiy,64,RU,1584233324,91,56.29,70.46,272.16,4.68
Fort Smith,90,US,1584233324,87,35.39,-94.4,284.26,1.5
Opuwo,100,NA,1584233324,61,-18.06,13.84,295.34,1.59
Ferrol,20,ES,1584233324,93,43.48,-8.24,280.93,2.6
Urucará,100,BR,1584233145,96,-2.54,-57.76,297.1,1.95
Long,61,TH,1584233324,78,18.08,99.83,303.71,0.74
Steamboat Springs,75,US,1584233324,45,40.48,-106.83,280.15,0.7
Imbituba,75,BR,1584233324,65,-28.24,-48.67,299.15,4.1
Palauig,36,PH,1584233325,65,15.44,119.9,299.01,0.6
